Title,Writers,Script URL,IMDB ID,Year,Rating,Genres,Director,Cast and Characters
Schindler's List,['Steven Zaillian'],https://imsdb.com/scripts/Schindler's-List.html,0108052,1993,9.0,"['Biography', 'Drama', 'History']",Steven Spielberg,"             Actor/Actress                  Characters     Sex
0              Liam Neeson           [Oskar Schindler]    Male
1             Ben Kingsley              [Itzhak Stern]    Male
2            Ralph Fiennes                [Amon Goeth]    Male
3         Caroline Goodall          [Emilie Schindler]  Female
4          Jonathan Sagall        [Poldek Pfefferberg]    Male
..                     ...                         ...     ...
142       Emilie Schindler  [Self - Schindler Mourner]  Female
143  Katarzyna Smiechowicz               [German Girl]  Female
144              Ben Talar                [Jewish Boy]    Male
145       Katarzyna Tlalka         [Worker in Factory]  Female
146         Harrison White    [Joe Louis Impersonator]    Male

[147 rows x 3 columns]"
Scott Pilgrim vs the World,"['Edgar Wright', 'Michael Bacall']",https://imsdb.com/scripts/Scott-Pilgrim-vs-the-World.html,0446029,2010,7.6,"['Action', 'Comedy', 'Fantasy']",Edgar Wright,"           Actor/Actress                 Characters     Sex
0           Michael Cera            [Scott Pilgrim]    Male
1          Kieran Culkin            [Wallace Wells]    Male
2          Anna Kendrick           [Stacey Pilgrim]  Female
3            Alison Pill                 [Kim Pine]  Female
4           Aubrey Plaza             [Julie Powers]  Female
..                   ...                        ...     ...
56    Bryan Lee O'Malley  [Lee's Palace Bar Patron]    Male
57           Jim Reischl      [Film Tech Casa Loma]    Male
58      Sydney Van Delft               [Party Girl]  Female
59          Joe Vercillo                [Bartender]    Male
60  Joshua William James  [Lee's Palace Bar Patron]    Male

[61 rows x 3 columns]"
Scream,['Kevin Williamson'],https://imsdb.com/scripts/Scream.html,0117571,1996,7.4,"['Horror', 'Mystery']",Wes Craven,"            Actor/Actress                   Characters     Sex
0          Drew Barrymore                      [Casey]  Female
1           Roger Jackson                [Phone Voice]    Male
2     Kevin Patrick Walls                      [Steve]    Male
3             David Booth             [Casey's Father]    Male
4            Carla Hatley             [Casey's Mother]  Female
5           Neve Campbell                     [Sidney]  Female
6            Skeet Ulrich                      [Billy]    Male
7          Lawrence Hecht               [Mr. Prescott]    Male
8           Courteney Cox              [Gale Weathers]  Female
9           W. Earl Brown                      [Kenny]    Male
10           Rose McGowan                      [Tatum]  Female
11          Lois Saunders                  [Mrs. Tate]  Female
12         David Arquette               [Deputy Dewey]    Male
13           Joseph Whipp              [Sheriff Burke]    Male
14        Matthew Lillard                     [Stuart]    Male
15          Jamie Kennedy                      [Randy]    Male
16             Lisa Beach             [TV Reporter #1]  Female
17           Tony Kilbert             [TV Reporter #2]    Male
18            C.W. Morgan                [Hank Loomis]    Male
19     Frances Lee McCain                 [Mrs. Riley]  Female
20         Liev Schreiber               [Cotton Weary]    Male
21            Troy Bishop           [Expelled Teen #1]    Male
22           Ryan Kennedy           [Expelled Teen #2]    Male
23         Leonora Scelfo    [Cheerleader in Bathroom]  Female
24      Nancy Anne Ridder           [Girl in Bathroom]  Female
25           Lisa Canning         [Reporter with Mask]  Female
26            Bonnie Wood  [Young Girl in Video Store]  Female
27          Aurora Draper              [Party Teen #1]  Female
28            Kenny Kwong              [Party Teen #2]    Male
29        Justin Sullivan              [Teen on Couch]    Male
30         Kurtis Bedford                 [Bored Teen]    Male
31          Angela Miller              [Girl on Couch]  Female
32            Linda Blair         [Obnoxious Reporter]  Female
33          Lucille Bliss              [Checkout Lady]  Female
34  Cabran E. Chamberlain              [Boom Operator]    Male
35    Andrew Christiansen                    [Student]    Male
36             Wes Craven           [Fred the Janitor]    Male
37             Jenny Inge                    [Student]  Female
38          Matt McDonald             [Video Customer]    Male
39             Lynn McRee   [Maureen Roberts Prescott]  Female
40            Carter Raff                    [Student]    Male
41        Freddy W. Smith               [Hall Monitor]    Male
42            Lee Waddell                  [Ghostface]    Male
43          Henry Winkler    [Principal Arthur Himbry]    Male"
Scream 2,['Kevin Williamson'],https://imsdb.com/scripts/Scream-2.html,0120082,1997,6.3,"['Horror', 'Mystery']",Wes Craven,"               Actor/Actress                   Characters     Sex
0         Jada Pinkett Smith                    [Maureen]  Female
1                  Omar Epps                       [Phil]    Male
2         Paulette Patterson  [Usher Giving Out Costumes]  Female
3           Rasila Schroeder    [Screaming Girl Up Aisle]  Female
4             Heather Graham               ['Stab' Casey]  Female
..                       ...                          ...     ...
80  Oriana Nicole Tavoularis  [Mrs. Westfall - Usherette]  Female
81             Bret Thompson                 [Cab Driver]    Male
82               Jason Trost            [Audience Member]    Male
83               Lee Waddell                  [Ghostface]    Male
84              Kenon Walker            [College Student]    Male

[85 rows x 3 columns]"
Scream 3,"['Kevin Williamson', 'Ehren Kruger']",https://imsdb.com/scripts/Scream-3.html,0134084,2000,5.6,"['Horror', 'Mystery']",Wes Craven,"              Actor/Actress                              Characters     Sex
0            Liev Schreiber                          [Cotton Weary]    Male
1            Beth Toussaint                         [Female Caller]  Female
2             Roger Jackson                             [The Voice]    Male
3          Kelly Rutherford                             [Christine]  Female
4             Neve Campbell                       [Sidney Prescott]  Female
5             Courteney Cox                         [Gale Weathers]  Female
6              Julie Janney                             [Moderator]  Female
7         Richmond Arquette                               [Student]    Male
8           Patrick Dempsey                          [Mark Kincaid]    Male
9                Lynn McRee                      [Maureen Prescott]  Female
10             Nancy O'Dell                       [Female Reporter]  Female
11               Ken Taylor                         [Male Reporter]    Male
12              Scott Foley                         [Roman Bridger]    Male
13             Roger Corman                      [Studio Executive]    Male
14          Lance Henriksen                           [John Milton]    Male
15                Josh Pais                               [Wallace]    Male
16            Deon Richmond                             [Tyson Fox]    Male
17             Matt Keeslar                            [Tom Prinze]    Male
18  Jenny McCarthy-Wahlberg                         [Sarah Darling]  Female
19           Emily Mortimer                        [Angelina Tyler]  Female
20             Parker Posey                        [Jennifer Jolie]  Female
21        Patrick Warburton                          [Steven Stone]    Male
22           David Arquette                           [Dewey Riley]    Male
23               John Embry                  [Stage Security Guard]    Male
24           Lawrence Hecht                          [Mr. Prescott]    Male
25               Lisa Beach                     [Studio Tour Guide]  Female
26              Kevin Smith                            [Silent Bob]    Male
27              Jason Mewes                                   [Jay]    Male
28               Erik Erath                                  [Stan]    Male
29      Daniel K. Arredondo                 [Office Security Guard]    Male
30              Lisa Gordon                              [Waitress]  Female
31        Heather Matarazzo                          [Martha Meeks]  Female
32            Jamie Kennedy                           [Randy Meeks]    Male
33            Carrie Fisher                                [Bianca]  Female
34              C.W. Morgan                            [Mr. Loomis]    Male
35             Robert Baier                          [Studio Guard]    Male
36             Greg Bronson                          [Photographer]    Male
37               Wes Craven  [Man with Video Camera on Studio Tour]    Male
38             Peter Deming     [Man Eating Popcorn on Studio Tour]    Male
39           Ethan Erickson                          [Detective #2]    Male
40        Strawberry Fields                               [Tourist]  Female
41           Spencer Kayden                  [Woman on Studio Tour]  Female
42          Matthew Lillard                            [Stu Macher]    Male
43            Zara McDowell                      [Studio Assistant]  Female
44       Joseph Lee Michael                              [LAPD Cop]    Male
45           Hunter Shepard                               [Tourist]    Male"
Scream 4,['Kevin Williamson'],https://imsdb.com/scripts/Scream-4.html,1262416,2011,6.2,"['Horror', 'Mystery']",Wes Craven,"            Actor/Actress                         Characters     Sex
0               Lucy Hale                          [Sherrie]  Female
1           Roger Jackson                        [The Voice]    Male
2     Shenae Grimes-Beech                           [Trudie]  Female
3            Dane Farwell                        [Ghostface]    Male
4             Anna Paquin                           [Rachel]  Female
5            Kristen Bell                            [Chloe]  Female
6         Aimee Teegarden                    [Jenny Randall]  Female
7         Britt Robertson                    [Marnie Cooper]  Female
8           Neve Campbell                  [Sidney Prescott]  Female
9             Alison Brie                  [Rebecca Walters]  Female
10         David Arquette                      [Dewey Riley]    Male
11          Courteney Cox              [Gale Weathers-Riley]  Female
12      Hayden Panettiere                       [Kirby Reed]  Female
13           Emma Roberts                     [Jill Roberts]  Female
14         Marielle Jaffe                    [Olivia Morris]  Female
15         Marley Shelton                [Deputy Judy Hicks]  Female
16           Nancy O'Dell                          [TV Host]  Female
17           Erik Knudsen                    [Robbie Mercer]    Male
18  Justin Michael Brandt                        [Film Geek]    Male
19            Rory Culkin                   [Charlie Walker]    Male
20        Nico Tortorella                   [Trevor Sheldon]    Male
21       Anthony Anderson                   [Deputy Perkins]    Male
22             Adam Brody                      [Deputy Hoss]    Male
23        Gordon Michaels                   [Deputy Jenkins]    Male
24            John Lepard                        [Mr. Baker]    Male
25              Kim Adams                      [Reporter #2]  Female
26         Devin Scillian                      [Reporter #3]    Male
27         Mary McDonnell                     [Kate Roberts]  Female
28     Mark Aaron Buerkle                         [Dr. Orth]    Male
29               Julia Ho                      [Reporter #1]  Female
30        Alexander Punch                    [Cocky Student]    Male
31         Heather Graham                            [Casey]  Female
32           Glenda Lewis                      [Reporter #4]  Female
33        William Spencer                      [Reporter #5]    Male
34               Tim Doty                      [Reporter #6]    Male
35            Peter Carey                      [Reporter #7]    Male
36             Wes Craven                          [Coroner]    Male
37            Arnold Agee              [High School Student]    Male
38    Christina M. Bender                          [Student]  Female
39             Alex Cohen              [High School Student]    Male
40   Zachary Robert Craft              [Cinema Club Student]    Male
41           Andrew Freij                 [High School Nerd]    Male
42        Kathryn Henzler              [High School Student]  Female
43          Jonathan Hoch                            [Extra]    Male
44          Gary T. Jones                          [Shopper]    Male
45          Jamie Kolacki                              [Cop]    Male
46                Kef Lee                [Angry Neighbor #1]    Male
47    Marcella Lentz-Pope              [High School Student]  Female
48        Francesco Leone                     [Photographer]    Male
49     Benny Lumpkins Jr.                              [EMT]    Male
50       Rebecca Mccarthy                         [Nurse #2]  Female
51        Matt McClelland              [High School Student]    Male
52         Ralph H. Meyer                      [City Worker]    Male
53        Greg Prusiewicz                            [Extra]    Male
54    Gabriel Rios-Hannon                            [Extra]    Male
55          Nicholas Ritz                        [Park Goer]    Male
56      Christian Schulte  [Police Officer (Woodsboro P.D.)]    Male
57        Corlandos Scott                        [Coroner 2]    Male
58            Alan Stefan                              [Cop]    Male"
Se7en,['Andrew Kevin Walker'],https://imsdb.com/scripts/Se7en.html,0114369,1995,8.6,"['Crime', 'Drama', 'Mystery']",David Fincher,"          Actor/Actress                          Characters     Sex
0        Morgan Freeman                          [Somerset]    Male
1   Andrew Kevin Walker       [Dead Man at 1st Crime Scene]    Male
2         Daniel Zacapa  [Detective Taylor at First Murder]    Male
3             Brad Pitt                             [Mills]    Male
4       Gwyneth Paltrow                             [Tracy]  Female
..                  ...                                 ...     ...
58      Gregory Fennell                  [Los Angeles SWAT]    Male
59        Tyler Jackson                  [Cop on SWAT Team]    Male
60          Pui Fan Lee         [Orchestra Vocalist, Emcee]  Female
61           Arthur Max                    [Man in Library]    Male
62            Gorja Max                         [Detective]    Male

[63 rows x 3 columns]"
The Searchers,['Frank Nugent'],"https://imsdb.com/scripts/Searchers,-The.html",0049730,1956,7.8,"['Adventure', 'Drama', 'Western']",John Ford,"             Actor/Actress                                         Characters     Sex
0               John Wayne                                    [Ethan Edwards]    Male
1           Jeffrey Hunter                                    [Martin Pawley]    Male
2               Vera Miles                                 [Laurie Jorgensen]  Female
3                Ward Bond               [Rev. Capt. Samuel Johnston Clayton]    Male
4             Natalie Wood                          [Debbie Edwards - Age 15]  Female
5              John Qualen                                   [Lars Jorgensen]    Male
6              Olive Carey                                   [Mrs. Jorgensen]  Female
7            Henry Brandon                                   [Scar, Cicatriz]    Male
8               Ken Curtis                                  [Charlie McCorry]    Male
9          Harry Carey Jr.                                   [Brad Jorgensen]    Male
10          Antonio Moreno              [Emilio Gabriel Fernandez y Figueroa]    Male
11             Hank Worden                                      [Mose Harper]    Male
12       Beulah Archuletta                                             [Look]  Female
13              Walter Coy                                    [Aaron Edwards]    Male
14          Dorothy Jordan                                   [Martha Edwards]    Male
15             Pippa Scott                                     [Lucy Edwards]  Female
16           Patrick Wayne                                    [Lt. Greenhill]    Male
17               Lana Wood                           [Younger Debbie Edwards]  Female
18          Gertrude Astor                                    [Wedding Guest]  Female
19       Pipe Line Begishe                                  [Comanche Indian]    Male
20  Exactly Sonnie Betsuie                                  [Comanche Indian]  Female
21           Danny Borzage                          [Accordionist at Funeral]    Male
22           Ruth Clifford                           [Deranged Woman at Fort]  Female
23        Carmen D'Antonio                                           [Carmen]    Male
24              Tommy Doss                                 [Wedding Musician]    Male
25          Pete Grey Eyes                                  [Comanche Indian]    Male
26         Feather Hat Jr.                                  [Comanche Indian]    Male
27           Nacho Galindo                                [Mexican Bartender]    Male
28           Chuck Hayward                                   [Man at Wedding]    Male
29           Jack Tin Horn                                  [Comanche Indian]    Male
30       Harry Black Horse                                  [Comanche Indian]    Male
31               Away Luna                                  [Comanche Indian]  Female
32            Robert Lyden                                      [Ben Edwards]    Male
33             Cliff Lyons                                   [Col. Greenhill]    Male
34           Peter Mamakos                                  [Jerem Futterman]    Male
35               Mae Marsh  [Dark Cloaked Woman at Fort Guarding Deranged ...  Female
36           Frank McGrath                                     [Texas Ranger]    Male
37          Bob Many Mules                                  [Comanche Indian]    Male
38            Jack Pennick                                 [Sergeant at Fort]    Male
39          Lloyd Perryman                                 [Wedding Musician]    Male
40                  Prince                                              [Dog]    Male
41          Chuck Roberson                          [Texas Ranger at Wedding]    Male
42       Smile White Sheep                                  [Comanche Indian]    Male
43          Many Mules Son                                  [Comanche Indian]    Male
44     Percy Shooting Star                                  [Comanche Indian]    Male
45          William Steele                                            [Nesby]    Male
46      Chief Thundercloud                                   [Comanche Chief]    Male
47            Terry Wilson                                     [Texas Ranger]    Male
48            Billy Yellow                                  [Comanche Indian]    Male"
The Secret Life of Walter Mitty,['Steve Conrad'],"https://imsdb.com/scripts/Secret-Life-of-Walter-Mitty,-The.html",0359950,2013,7.3,"['Adventure', 'Comedy', 'Drama']",Ben Stiller,"               Actor/Actress                       Characters     Sex
0                Ben Stiller                   [Walter Mitty]    Male
1               Kristen Wiig                 [Cheryl Melhoff]  Female
2                   Jon Daly                   [Tim Naughton]    Male
3               Kathryn Hahn                   [Odessa Mitty]  Female
4       Terence Bernie Hines                  [Gary Mannheim]    Male
..                       ...                              ...     ...
147          Barbara Vincent                  [Businesswoman]  Female
148             Hynden Walch             [Time Life Employee]  Female
149        Christopher Watts  [Time Life Building Pedestrian]    Male
150  William Henderson White             [Time Life Employee]    Male
151             Pat Zinnanti                    [Businessman]    Male

[152 rows x 3 columns]"
Semi-Pro,['Scot Armstrong'],https://imsdb.com/scripts/Semi-Pro.html,0839980,2008,5.8,"['Comedy', 'Sport']",Kent Alterman,"       Actor/Actress                 Characters     Sex
0       Will Ferrell              [Jackie Moon]    Male
1    Woody Harrelson                    [Monix]    Male
2         André 3000                 [Clarence]    Male
3      Maura Tierney                     [Lynn]  Female
4          Andy Daly         [Dick Pepperfield]    Male
..               ...                        ...     ...
101   Warren Sweeney    [Winning Team Owner #1]    Male
102      Gary Teague                [Spectator]    Male
103      Levi Tinker                      [Fan]    Male
104    Steven Valdez                   [Vender]    Male
105   Maria Zambrana  [Basketball Game Watcher]  Female

[106 rows x 3 columns]"
Sense and Sensibility,"['Jane Austen', 'Emma Thompson']",https://imsdb.com/scripts/Sense-and-Sensibility.html,0114388,1995,7.7,"['Drama', 'Romance']",Ang Lee,"             Actor/Actress               Characters     Sex
0              James Fleet          [John Dashwood]    Male
1            Tom Wilkinson           [Mr. Dashwood]    Male
2           Harriet Walter         [Fanny Dashwood]  Female
3             Kate Winslet      [Marianne Dashwood]  Female
4            Emma Thompson        [Elinor Dashwood]  Female
5              Gemma Jones          [Mrs. Dashwood]  Female
6               Hugh Grant         [Edward Ferrars]    Male
7   Myriam Emilie Francois      [Margaret Dashwood]  Female
8        Elizabeth Spriggs          [Mrs. Jennings]  Female
9             Robert Hardy     [Sir John Middleton]    Male
10             Ian Brimble                 [Thomas]    Male
11          Isabelle Amyes                  [Betsy]  Female
12            Alan Rickman        [Colonel Brandon]    Male
13               Greg Wise        [John Willoughby]    Male
14          Alexander John                 [Curate]    Male
15         Imelda Staunton       [Charlotte Palmer]  Female
16           Imogen Stubbs            [Lucy Steele]  Female
17             Hugh Laurie             [Mr. Palmer]    Male
18          Allan Mitchell                 [Pigeon]    Male
19      Josephine Gradwell  [Maid to Mrs. Jennings]  Female
20         Richard Lumsden         [Robert Ferrars]    Male
21             Lone Madsen              [Miss Grey]  Female
22      Oliver Ford Davies          [Doctor Harris]    Male
23        Eleanor McCready           [Mrs. Bunting]  Female
24       Kenneth W Caravan              [Socialite]    Male
25           Lindsay Doran                   [Maid]  Female
26             Chris Trott  [Child Carriage Chaser]    Male"
Serenity,['Joss Whedon'],https://imsdb.com/scripts/Serenity.html,0379786,2005,7.8,"['Action', 'Adventure', 'Sci-Fi']",Joss Whedon,"           Actor/Actress                Characters     Sex
0         Nathan Fillion                     [Mal]    Male
1            Gina Torres                     [Zoë]  Female
2             Alan Tudyk                    [Wash]    Male
3        Morena Baccarin                   [Inara]  Female
4           Adam Baldwin                   [Jayne]    Male
5           Jewel Staite                  [Kaylee]  Female
6             Sean Maher                   [Simon]    Male
7            Summer Glau                   [River]  Female
8              Ron Glass           [Shepherd Book]    Male
9       Chiwetel Ejiofor           [The Operative]    Male
10       David Krumholtz            [Mr. Universe]    Male
11     Michael Hitchcock             [Dr. Mathias]    Male
12         Sarah Paulson               [Dr. Caron]  Female
13           Yan Feldman                   [Mingo]    Male
14        Rafael Feldman                   [Fanty]    Male
15           Nectar Rose                  [Lenore]  Female
16         Tamara Taylor                 [Teacher]  Female
17        Glenn Howerton       [Lilac Young Tough]    Male
18    Hunter Ansley Wryn             [Young River]  Female
19         Logan O'Brien             [Boy Student]    Male
20           Erik Erotas             [Boy Student]    Male
21         Demetra Raven            [Girl Student]  Female
22         Jessica Huang            [Girl Student]  Female
23        Marley McClean            [Girl Student]  Female
24       Scott Kinworthy                  [Ensign]    Male
25           Erik Weiner                [Helmsman]    Male
26         Conor O'Brien          [Lab Technician]    Male
27     Peter James Smith          [Lab Technician]    Male
28      Weston Nathanson             [Trade Agent]    Male
29   Carrie 'CeCe' Cline     [Young Female Intern]  Female
30          Chuck O'Neil             [Vault Guard]    Male
31         Amy Wieczorek               [Lilac Mom]  Female
32        Tristan Jarred               [Lilac Son]    Male
33       Elaine Mani Lee              [Fan Dancer]  Female
34        Terrence Hardy         [Mining Camp Boy]    Male
35          Brian O'Hare          [Alliance Pilot]     NaN
36             Ryan Tasz      [Black Room Soldier]    Male
37   Colin Patrick Lynch      [Black Room Soldier]    Male
38       Terrell Tilford             [News Anchor]    Male
39  Joshua Michael Kwiat  [Slovenly Beaumonde Man]    Male
40        Mischa Pfister                 [Reavers]  Female
41        Antonio Rufino               [Bartender]    Male
42           Bobby Silva        [Alliance Solider]    Male
43         David Sobolov                 [Reavers]    Male
44            Linda Wang    [Chinese Snake Dancer]  Female
45           Joss Whedon             [Trade Agent]    Male
46       Rick Williamson                 [Bar Guy]    Male
47             Mark Winn      [Furturistic Worker]    Male"
Serial Mom,['John Waters'],https://imsdb.com/scripts/Serial-Mom.html,0111127,1994,6.8,"['Comedy', 'Crime', 'Thriller']",John Waters,"      Actor/Actress        Characters     Sex
0   Kathleen Turner             [Mom]  Female
1     Sam Waterston             [Dad]    Male
2        Ricki Lake           [Misty]  Female
3   Matthew Lillard            [Chip]    Male
4      Scott Morgan  [Detective Pike]    Male
..              ...               ...     ...
71      Kim McGuire     [Stage Diver]  Female
72    Chesty Morgan        [Agent 73]  Female
73      John Poague             [Cop]    Male
74         Al Sotto        [Club Kid]    Male
75      John Waters       [Ted Bundy]    Male

[76 rows x 3 columns]"
The Sessions,['Ben Lewin'],"https://imsdb.com/scripts/Sessions,-The.html",1866249,2012,7.2,"['Biography', 'Comedy', 'Drama']",Ben Lewin,"            Actor/Actress                    Characters     Sex
0             John Hawkes                        [Mark]    Male
1              Helen Hunt                      [Cheryl]  Female
2         William H. Macy              [Father Brendan]    Male
3          Moon Bloodgood                        [Vera]  Female
4            Annika Marks                      [Amanda]  Female
5              Adam Arkin                        [Josh]    Male
6            Rhea Perlman                 [Mikvah Lady]  Female
7           W. Earl Brown                         [Rod]    Male
8           Robin Weigert                       [Susan]  Female
9          Blake Lindsley             [Dr. Laura White]  Female
10                Ming Lo                       [Clerk]    Male
11        Rusty Schwimmer                        [Joan]    Male
12      Jennifer Kumiyama                      [Carmen]  Female
13         Tobias Forrest                        [Greg]    Male
14          Jarrod Bailey                        [Tony]    Male
15         James Martinez                        [Matt]    Male
16           Paul MacLean                  [Young Mark]    Male
17           Phoebe Lewin               [Girl on Beach]  Female
18      Jonathan Hanrahan                  [Unicyclist]    Male
19     Jason Jack Edwards                      [Waiter]    Male
20        J. Teddy Garces             [Man in Elevator]    Male
21           Daniel Quinn                 [E.R. Doctor]    Male
22       B.J. Clinkscales            [Ambulance Driver]    Male
23                  Terry                         [Cat]    Male
24       Gina-Raye Carter                  [Pill Nurse]  Female
25        Devavani Conroy                     [Patient]  Female
26       Amanda J Fleming                    [Margaret]  Female
27  William Byron Hillman             [Self - Reporter]    Male
28           Cody Lascala                     [Patient]    Male
29              Stef Nico                     [Patient]    Male
30          Robert Roldan                     [Patient]    Male
31       George F. Watson  [Amanda's Husband with Baby]    Male"
The Seventh Seal,['Ingmar Bergman'],"https://imsdb.com/scripts/Seventh-Seal,-The.html",0050976,1957,8.1,"['Drama', 'Fantasy']",Ingmar Bergman,"          Actor/Actress                                  Characters     Sex
0    Gunnar Björnstrand                               [Squire Jöns]    Male
1          Bengt Ekerot                                     [Death]    Male
2            Nils Poppe                               [Jof, Joseph]    Male
3         Max von Sydow                            [Antonius Block]    Male
4        Bibi Andersson                    [Mia, Mary - Jof's Wife]  Female
5             Inga Gill                  [Lisa - Blacksmith's Wife]  Female
6          Maud Hansson                                     [Witch]  Female
7          Inga Landgré                      [Karin - Block's Wife]  Female
8       Gunnel Lindblom                                      [Girl]  Female
9      Bertil Anderberg                                     [Raval]    Male
10            Anders Ek                                  [The Monk]    Male
11          Åke Fridell                           [Blacksmith Plog]    Male
12        Gunnar Olsson           [Albertus Pictor, Church Painter]    Male
13      Erik Strandmark                                [Jonas Skat]    Male
14           Siv Aleros                                [Flagellant]  Female
15       Sten Ardenstam                                    [Knight]    Male
16        Harry Asklund                              [The Landlord]    Male
17  Benkt-Åke Benktsson                       [Merchant at the Inn]    Male
18       Catherine Berg  [Young Woman Kneeling for the Flagellants]  Female
19         Lena Bergman  [Young Woman Kneeling for the Flagellants]  Female
20           Tor Borong                         [Farmer at the Inn]    Male
21         Gudrun Brost                              [Woman at Inn]  Female
22       Bengt Gillberg                                [Flagellant]    Male
23        Lars Granberg                                [Flagellant]    Male
24       Gunlög Hagberg                                [Flagellant]  Female
25       Gun Hammargren                                [Flagellant]    Male
26           Tor Isedal                                       [Man]    Male
27        Ulf Johansson                          [Knight Commander]    Male
28       Tommy Karlsson              [Mikael - Jof and Maria's Son]    Male
29          Uno Larsson                                [Flagellant]    Male
30        Lennart Lilja                                [Flagellant]    Male
31            Lars Lind                            [The young monk]    Male
32       Monica Lindman                                [Flagellant]  Female
33    Gordon Löwenadler                                    [Knight]    Male
34            Mona Malm                      [Young Pregnant Woman]  Female
35         Josef Norman                        [Old Man at the Inn]    Male
36      Gösta Prüzelius                                       [Man]    Male
37       Helge Sjökvist                                [Flagellant]    Male
38      Georg Skarstedt                                [Flagellant]    Male
39           Marc Smith                       [Plog the Blacksmith]    Male
40        Ragnar Sörman                                [Flagellant]    Male
41         Fritjof Tall                                       [Man]    Male
42       Lennart Tollén                                [Flagellant]    Male
43          Nils Whiten             [Old man addressed by the Monk]    Male
44       Caya Wickström                                [Flagellant]  Female
45            Karl Widh                         [Man with Crutches]    Male"
Sex and the City,['Michael Patrick King'],https://imsdb.com/scripts/Sex-and-the-City.html,1000774,2008,5.7,"['Comedy', 'Drama', 'Romance']",Michael Patrick King,"            Actor/Actress                          Characters     Sex
0    Sarah Jessica Parker                   [Carrie Bradshaw]  Female
1            Kim Cattrall                    [Samantha Jones]  Female
2           Kristin Davis                    [Charlotte York]  Female
3           Cynthia Nixon                    [Miranda Hobbes]  Female
4              Chris Noth                           [Mr. Big]    Male
..                    ...                                 ...     ...
115        John Tartaglia  [Gerald Wayne - Restaurant Waiter]    Male
116         Paul Thornton                 [Restaurant Patron]    Male
117     Vladimir Troitsky                 [Auction Bidder #2]    Male
118            Avery Wada                             [Anaka]  Female
119            Lynn Witty                 [Cocktail Waitress]  Female

[120 rows x 3 columns]"
"Sex, Lies and Videotape",['Steven Soderbergh'],"https://imsdb.com/scripts/Sex,-Lies-and-Videotape.html",0098724,1989,7.2,['Drama'],Steven Soderbergh,"       Actor/Actress          Characters     Sex
0       James Spader            [Graham]    Male
1    Andie MacDowell               [Ann]  Female
2    Peter Gallagher              [John]    Male
3  Laura San Giacomo           [Cynthia]  Female
4         Ron Vawter         [Therapist]    Male
5       Steven Brill            [Barfly]    Male
6     Alexandra Root      [Girl on Tape]  Female
7     Earl T. Taylor          [Landlord]    Male
8         David Foil  [John's Colleague]    Male"
Sexual Life,['Ken Kwapis'],https://imsdb.com/scripts/Sexual-Life.html,0376874,2004,5.1,"['Comedy', 'Drama']",Ken Kwapis,"            Actor/Actress             Characters     Sex
0              Azura Skye                [Lorna]  Female
1            Annie Heller        [Café Waitress]  Female
2             Carla Gallo                [Terri]  Female
3       Tom Everett Scott                 [Todd]    Male
4          Kevin Corrigan                 [Phil]    Male
5         Elizabeth Banks                [Sarah]  Female
6       Fionnula Flanagan          [Grandmother]  Female
7           James Le Gros                 [Josh]    Male
8            Carmen Plumb        [Pharmacy Girl]  Female
9              Anne Heche                 [Gwen]  Female
10         Shirley Knight               [Joanne]  Female
11            Eion Bailey                [David]    Male
12           Steven Weber        [David Wharton]    Male
13         AmyKate Storey  [Restaurant Waitress]  Female
14          Tadashi Kondo           [Desk Clerk]    Male
15       Kerry Washington              [Rosalie]  Female
16          David Brisbin        [Hotel Manager]    Male
17    Michelle C. Bonilla      [Wedding Planner]  Female
18              Dulé Hill                [Jerry]    Male
19           Bruce French               [Priest]    Male
20        Steven Williams       [Jerry's Father]    Male
21             Sam Jaeger  [Jerry's Best Friend]    Male
22           Tony Winters       [Security Guard]    Male
23                Snookum                  [Cat]    Male
24        Gustavo Cardozo                     []    Male
25            Alice Frank        [Maid of Honor]  Female
26  Thomas E. Labisch Jr.  [Construction Worker]    Male"
Shadow of the Vampire,['Steven Katz'],https://imsdb.com/scripts/Shadow-of-the-Vampire.pdf,0189998,2000,6.9,"['Drama', 'Horror']",E. Elias Merhige,"              Actor/Actress                  Characters     Sex
0            John Malkovich  [Friedrich Wilhelm Murnau]    Male
1              Willem Dafoe               [Max Schreck]    Male
2                  Udo Kier                [Albin Grau]    Male
3                Cary Elwes         [Fritz Arno Wagner]    Male
4       Catherine McCormack            [Greta Schröder]  Female
5              Eddie Izzard     [Gustav von Wangenheim]    Male
6              Aden Gillett             [Henrik Galeen]    Male
7          Nicholas Elliott   [Paul - Camera Assistant]    Male
8              Ronan Vibert           [Wolfgang Muller]    Male
9           Sophie Langevin   [Elke - Makeup Assistant]  Female
10            Myriam Muller  [Maria - Script Assistant]  Female
11             Milos Hlavac                 [Innkeeper]    Male
12       Marja-Leena Junker          [Innkeeper's Wife]  Female
13             Derek Kueter                [Reporter 1]    Male
14         Norman Golightly                [Reporter 2]    Male
15          Patrick Hastert                [Reporter 3]    Male
16               Sascha Ley             [Drunken Woman]    Male
17  Marie-Paule von Roesgen                 [Old Woman]  Female
18        Jean-Claude Croes             [Murnau's Crew]    Male
19      Christophe Chrompin             [Murnau's Crew]    Male
20          Graham Johnston             [Murnau's Crew]    Male
21           Orian Williams             [Murnau's Crew]    Male
22     Ingeborga Dapkunaite                 [Micheline]  Female
23           Radica Vujicin             [Murnau's Crew]  Female"
